,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,ReadingScore,WritingScore,MathScore
85,female,group C,bachelor's degree,free/reduced,completed,single,sometimes,no,4,private,< 5,58,56,44
86,male,group D,some high school,standard,,divorced,sometimes,yes,1,school_bus,05-Oct,78,77,80
87,female,group B,bachelor's degree,standard,none,married,never,yes,0,school_bus,05-Oct,56,57,53
88,male,,associate's degree,standard,,married,sometimes,yes,0,private,05-Oct,63,65,74
89,male,group D,high school,standard,none,divorced,never,no,1,private,05-Oct,71,63,69
90,female,group A,some college,standard,completed,single,regularly,yes,0,school_bus,05-Oct,71,76,59
91,male,group C,high school,standard,none,single,regularly,no,3,,< 5,83,77,76
92,female,group D,some college,standard,none,divorced,sometimes,yes,2,school_bus,< 5,86,88,80
93,male,group D,some high school,standard,none,single,sometimes,yes,1,school_bus,05-Oct,38,40,49
94,female,group E,high school,free/reduced,none,divorced,sometimes,no,2,school_bus,05-Oct,87,84,80
95,female,group B,high school,standard,none,married,never,no,2,,05-Oct,44,40,33
96,female,group C,high school,standard,,married,sometimes,yes,6,school_bus,,88,84,85
97,male,group E,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,87,88,93
98,male,group B,some high school,standard,none,married,regularly,yes,2,private,> 10,41,40,47
99,female,group E,some high school,standard,completed,single,regularly,yes,3,private,> 10,83,92,71
100,female,group C,associate's degree,standard,none,single,regularly,yes,4,,< 5,58,59,56
101,male,group C,some high school,standard,none,divorced,sometimes,yes,6,school_bus,05-Oct,58,59,63
102,female,group D,,standard,none,married,never,yes,1,private,05-Oct,79,78,73
103,female,group C,high school,free/reduced,none,divorced,never,yes,1,school_bus,< 5,47,41,28
104,female,group E,some college,standard,completed,widowed,sometimes,yes,2,private,05-Oct,78,82,68
105,male,group D,some high school,free/reduced,completed,single,,yes,2,school_bus,< 5,70,65,68
106,male,group C,some college,free/reduced,completed,divorced,sometimes,yes,0,school_bus,05-Oct,89,85,81
107,male,group C,some college,standard,completed,married,sometimes,yes,,private,05-Oct,71,72,70
108,female,group B,bachelor's degree,standard,none,single,sometimes,yes,2,private,05-Oct,70,65,53
109,female,,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3,school_bus,,78,73,69
110,female,group C,,standard,none,divorced,regularly,no,4,school_bus,< 5,75,67,68
111,male,group B,some high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,67,53,75
112,female,,some college,free/reduced,none,married,sometimes,no,1,school_bus,05-Oct,59,65,51
113,male,group D,associate's degree,standard,completed,widowed,sometimes,yes,4,private,05-Oct,51,57,64
114,female,group E,master's degree,standard,none,married,never,no,3,school_bus,05-Oct,90,95,86
115,male,group C,bachelor's degree,standard,,single,sometimes,no,3,private,> 10,82,73,69
116,female,group E,associate's degree,standard,none,married,regularly,yes,0,school_bus,05-Oct,100,99,99
117,male,group C,some high school,standard,none,single,regularly,no,1,school_bus,< 5,51,42,45
118,male,group B,some high school,standard,completed,married,never,yes,2,school_bus,05-Oct,48,41,50
119,female,group D,master's degree,free/reduced,completed,married,sometimes,yes,5,school_bus,< 5,65,62,46
120,female,,high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,79,81,66
121,male,group C,high school,standard,none,widowed,sometimes,yes,1,private,05-Oct,68,63,71
122,male,group E,some high school,standard,completed,single,regularly,yes,5,,05-Oct,77,78,85
123,female,group E,some high school,free/reduced,none,single,sometimes,no,4,school_bus,05-Oct,62,56,50
125,male,group D,some college,free/reduced,none,single,sometimes,yes,1,private,05-Oct,55,51,56
126,female,group D,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,81,86,69
127,female,,master's degree,standard,completed,single,regularly,no,2,private,05-Oct,78,78,66
128,male,group D,associate's degree,standard,completed,,sometimes,yes,4,,05-Oct,58,63,69
129,male,group A,some college,standard,completed,married,regularly,yes,,school_bus,05-Oct,93,91,96
130,female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,48,48,47
131,male,group B,bachelor's degree,standard,completed,married,regularly,no,3,school_bus,< 5,81,75,74
132,male,group D,,standard,none,married,sometimes,yes,2,private,< 5,41,42,45
133,male,group C,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,78,72,71
134,female,group A,,standard,none,single,regularly,no,1,,05-Oct,56,59,57
135,female,group B,some college,free/reduced,none,single,regularly,no,2,,05-Oct,81,71,59
136,male,group E,high school,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,84,84,92
137,male,group C,some college,standard,none,single,sometimes,yes,2,school_bus,05-Oct,62,67,79
138,male,,high school,standard,none,divorced,regularly,yes,1,school_bus,05-Oct,63,62,66
139,male,group B,,free/reduced,none,divorced,sometimes,no,1,private,05-Oct,68,60,66
140,male,group E,some college,free/reduced,none,single,regularly,no,2,private,05-Oct,58,56,63
141,female,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,05-Oct,84,73,62
142,female,group C,master's degree,standard,none,divorced,never,,3,private,< 5,80,78,70
143,female,group B,high school,free/reduced,completed,single,sometimes,no,2,school_bus,< 5,45,40,30
145,male,group C,high school,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,56,57,60
146,male,group D,high school,free/reduced,completed,married,regularly,yes,1,private,05-Oct,43,46,49
147,male,group C,some college,free/reduced,none,married,regularly,yes,1,,05-Oct,74,71,82
148,male,group C,bachelor's degree,free/reduced,none,widowed,regularly,no,1,,05-Oct,64,61,64
149,male,group E,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,84,82,91
150,female,group D,,standard,none,divorced,regularly,yes,3,school_bus,> 10,84,88,76
151,male,group E,,standard,completed,divorced,sometimes,no,2,private,< 5,74,77,84
152,male,group E,,standard,,divorced,sometimes,no,2,school_bus,,100,98,99
154,male,group B,some college,standard,completed,single,sometimes,yes,3,private,05-Oct,76,76,82
155,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,> 10,85,88,100
156,female,group B,high school,standard,completed,single,sometimes,no,2,,05-Oct,66,78,67
157,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,> 10,66,67,67
158,female,,bachelor's degree,free/reduced,none,single,regularly,no,3,school_bus,05-Oct,65,64,59
159,female,group C,some college,standard,none,married,sometimes,no,5,private,< 5,77,78,64
160,female,group C,associate's degree,standard,completed,married,sometimes,no,2,private,05-Oct,68,69,58
161,female,group E,high school,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,73,71,66
163,male,,high school,free/reduced,none,single,sometimes,yes,3,private,05-Oct,72,70,74
164,male,group B,some high school,standard,none,married,sometimes,yes,1,private,05-Oct,24,24,28
165,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,< 5,92,89,93
166,male,group A,,free/reduced,,,regularly,yes,1,school_bus,05-Oct,71,70,77
167,female,group D,some college,free/reduced,completed,single,regularly,yes,1,school_bus,05-Oct,77,78,58
168,male,group B,some high school,standard,none,married,sometimes,no,1,,05-Oct,63,61,69
169,male,group B,some high school,standard,completed,single,sometimes,yes,2,private,< 5,81,79,68
170,male,group C,,standard,none,single,regularly,yes,3,private,> 10,66,67,76
171,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,> 10,92,93,76
174,male,,,standard,none,single,sometimes,no,,school_bus,> 10,64,60,75
175,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,4,private,< 5,65,65,69
176,female,group B,some college,standard,none,divorced,never,no,3,school_bus,< 5,92,84,79
177,male,group E,some high school,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,91,82,97
178,male,,,standard,completed,married,regularly,yes,1,,> 10,79,70,77
179,male,group B,high school,standard,none,single,sometimes,yes,1,private,< 5,65,62,70
180,male,group C,some high school,standard,completed,married,never,yes,1,school_bus,< 5,73,66,70
181,male,group A,master's degree,standard,,single,regularly,yes,2,school_bus,05-Oct,77,77,73
182,female,group B,some high school,standard,none,married,regularly,yes,2,private,> 10,61,61,61
183,female,,high school,standard,completed,single,never,no,,private,05-Oct,71,76,60
184,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,58,51,63
185,female,group E,some high school,standard,none,single,never,yes,3,,< 5,65,60,56
186,male,group A,high school,standard,,married,regularly,no,1,private,< 5,54,46,55
187,male,group C,high school,free/reduced,completed,single,never,yes,1,private,05-Oct,44,43,47
188,male,group B,bachelor's degree,standard,none,,regularly,no,2,school_bus,05-Oct,74,73,85
189,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,81,86,76
190,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,> 10,68,73,62
191,male,group E,some high school,standard,none,married,never,no,1,school_bus,05-Oct,55,49,60
192,male,group B,bachelor's degree,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,64,68,73
193,male,group C,high school,standard,completed,single,regularly,no,2,private,05-Oct,76,74,80
194,female,group C,some high school,standard,,divorced,sometimes,yes,2,school_bus,05-Oct,56,58,60
195,female,group D,some college,standard,completed,single,regularly,no,1,school_bus,05-Oct,76,88,85
196,male,group B,,free/reduced,completed,married,sometimes,yes,1,private,05-Oct,63,61,61
197,male,group E,some high school,standard,completed,married,sometimes,no,1,private,05-Oct,75,66,64
198,male,group C,master's degree,standard,none,married,sometimes,yes,3,private,,71,69,66
199,male,group C,some high school,standard,completed,divorced,sometimes,no,2,private,05-Oct,61,56,56
200,male,group A,master's degree,standard,none,single,sometimes,yes,7,school_bus,05-Oct,78,78,80
201,female,group E,some college,standard,none,divorced,sometimes,no,1,private,> 10,72,77,65
202,female,,some college,free/reduced,none,single,sometimes,no,1,school_bus,< 5,94,93,68
203,female,group B,some college,free/reduced,none,married,sometimes,yes,1,private,05-Oct,70,66,65
204,male,group D,bachelor's degree,free/reduced,,single,regularly,yes,4,school_bus,05-Oct,60,62,65
205,male,group D,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,56,58,56
206,male,group D,some high school,standard,none,single,sometimes,no,,,< 5,66,61,63
207,female,group E,some college,standard,completed,,sometimes,no,1,school_bus,05-Oct,83,83,82
208,female,group C,some high school,standard,completed,married,regularly,yes,3,private,05-Oct,82,76,61
209,male,group C,some college,standard,completed,,regularly,no,2,,05-Oct,59,61,70
210,female,group E,,standard,none,single,regularly,yes,5,private,05-Oct,75,69,75
211,female,,associate's degree,free/reduced,,married,sometimes,yes,2,school_bus,> 10,74,75,54
212,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,2,private,< 5,60,57,41
213,female,,some college,free/reduced,completed,married,regularly,yes,1,private,05-Oct,64,74,61
214,male,group D,associate's degree,standard,none,divorced,never,yes,0,school_bus,05-Oct,68,63,64
215,female,group B,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,> 10,78,71,56
216,female,group C,bachelor's degree,standard,none,divorced,never,yes,3,private,05-Oct,94,96,81
217,female,group A,high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,62,55,43
218,male,group D,some high school,standard,none,married,regularly,no,,school_bus,05-Oct,61,59,57
219,female,group E,some high school,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,57,59,56
220,female,group B,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,39,38,32
221,male,group D,master's degree,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,84,86,95
222,male,group C,some college,free/reduced,none,widowed,sometimes,yes,,school_bus,05-Oct,54,46,57
223,male,group C,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,50,52,52
224,female,group E,associate's degree,standard,completed,married,regularly,no,4,,05-Oct,75,83,80
225,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,70,69,54
226,male,group C,some high school,standard,none,,never,yes,0,,< 5,44,43,44
227,male,group A,some college,free/reduced,,widowed,sometimes,no,4,school_bus,05-Oct,72,65,67
228,male,group C,high school,free/reduced,completed,married,regularly,,0,,> 10,80,73,65
229,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,05-Oct,57,55,47
231,male,group D,associate's degree,standard,none,single,regularly,no,4,school_bus,< 5,79,75,77
232,male,group C,master's degree,standard,none,divorced,regularly,yes,5,school_bus,05-Oct,75,71,76
233,female,,some college,standard,none,single,sometimes,no,1,school_bus,05-Oct,78,84,68
234,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,05-Oct,60,63,43
235,female,group A,some college,standard,completed,married,regularly,yes,1,private,< 5,77,83,74
236,female,group D,some high school,standard,none,single,sometimes,yes,,school_bus,> 10,62,66,42
237,male,group D,bachelor's degree,free/reduced,none,divorced,never,no,3,private,05-Oct,80,80,86
238,female,group E,some high school,standard,none,single,sometimes,yes,1,school_bus,< 5,80,79,71
239,male,group E,some high school,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,60,62,68
